Term	Term_Type	Gene_count	Gene_list
GO:0001016~RNA polymerase III regulatory region DNA binding	GOTERM_FAT_MF	8	
GO:0001018~mitochondrial RNA polymerase regulatory region DNA binding	GOTERM_FAT_MF	3	
GO:0001025~RNA polymerase III transcription factor binding	GOTERM_FAT_MF	5	
GO:0001030~RNA polymerase III type 1 promoter DNA binding	GOTERM_FAT_MF	3	
GO:0001031~RNA polymerase III type 2 promoter DNA binding	GOTERM_FAT_MF	3	
GO:0001032~RNA polymerase III type 3 promoter DNA binding	GOTERM_FAT_MF	7	
GO:0001042~RNA polymerase I core binding	GOTERM_FAT_MF	3	
GO:0001046~core promoter sequence-specific DNA binding	GOTERM_FAT_MF	51	
GO:0001047~core promoter binding	GOTERM_FAT_MF	51	
GO:0001054~RNA polymerase I activity	GOTERM_FAT_MF	2	
GO:0001055~RNA polymerase II activity	GOTERM_FAT_MF	2	
GO:0001056~RNA polymerase III activity	GOTERM_FAT_MF	1	
GO:0001067~regulatory region nucleic acid binding	GOTERM_FAT_MF	1505	
GO:0001069~regulatory region RNA binding	GOTERM_FAT_MF	5	
GO:0001071~nucleic acid binding transcription factor activity	GOTERM_FAT_MF	1402	
GO:0001085~RNA polymerase II transcription factor binding	GOTERM_FAT_MF	231	
GO:0001091~RNA polymerase II basal transcription factor binding	GOTERM_FAT_MF	25	
GO:0001093~TFIIB-class transcription factor binding	GOTERM_FAT_MF	6	
GO:0001094~TFIID-class transcription factor binding	GOTERM_FAT_MF	10	
GO:0001096~TFIIF-class transcription factor binding	GOTERM_FAT_MF	2	
GO:0001097~TFIIH-class transcription factor binding	GOTERM_FAT_MF	2	
GO:0001098~basal transcription machinery binding	GOTERM_FAT_MF	62	
GO:0001099~basal RNA polymerase II transcription machinery binding	GOTERM_FAT_MF	62	
GO:0001130~bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding	GOTERM_FAT_MF	28	
GO:0001134~transcription factor activity, transcription factor recruiting	GOTERM_FAT_MF	2	
GO:0001147~transcription termination site sequence-specific DNA binding	GOTERM_FAT_MF	2	
GO:0001155~TFIIIA-class transcription factor binding	GOTERM_FAT_MF	1	
GO:0001156~TFIIIC-class transcription factor binding	GOTERM_FAT_MF	3	
GO:0001159~core promoter proximal region DNA binding	GOTERM_FAT_MF	1187	
GO:0001160~transcription termination site DNA binding	GOTERM_FAT_MF	2	
GO:0001161~intronic transcription regulatory region sequence-specific DNA binding	GOTERM_FAT_MF	15	
GO:0001162~RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	GOTERM_FAT_MF	11	
GO:0001163~RNA polymerase I regulatory region sequence-specific DNA binding	GOTERM_FAT_MF	10	
GO:0001164~RNA polymerase I CORE element sequence-specific DNA binding	GOTERM_FAT_MF	9	
GO:0001165~RNA polymerase I upstream control element sequence-specific DNA binding	GOTERM_FAT_MF	1	
GO:0001179~RNA polymerase I transcription factor binding	GOTERM_FAT_MF	1	
GO:0001181~transcription factor activity, core RNA polymerase I binding	GOTERM_FAT_MF	5	
GO:0001216~bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding	GOTERM_FAT_MF	18	
GO:0001217~bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding	GOTERM_FAT_MF	11	
GO:0001221~transcription cofactor binding	GOTERM_FAT_MF	134	
GO:0001222~transcription corepressor binding	GOTERM_FAT_MF	51	
GO:0001223~transcription coactivator binding	GOTERM_FAT_MF	49	
GO:0001227~transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding	GOTERM_FAT_MF	359	
GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	GOTERM_FAT_MF	526	
GO:0001409~guanine nucleotide transmembrane transporter activity	GOTERM_FAT_MF	2	
GO:0001512~dihydronicotinamide riboside quinone reductase activity	GOTERM_FAT_MF	1	
GO:0001515~opioid peptide activity	GOTERM_FAT_MF	5	
GO:0001517~N-acetylglucosamine 6-O-sulfotransferase activity	GOTERM_FAT_MF	6	
GO:0001530~lipopolysaccharide binding	GOTERM_FAT_MF	36	
GO:0001537~N-acetylgalactosamine 4-O-sulfotransferase activity	GOTERM_FAT_MF	5	
GO:0001540~beta-amyloid binding	GOTERM_FAT_MF	67	
GO:0001565~phorbol ester receptor activity	GOTERM_FAT_MF	2	
GO:0001566~non-kinase phorbol ester receptor activity	GOTERM_FAT_MF	2	
GO:0001567~cholesterol 25-hydroxylase activity	GOTERM_FAT_MF	1	
GO:0001571~non-tyrosine kinase fibroblast growth factor receptor activity	GOTERM_FAT_MF	1	
GO:0001587~Gq/11-coupled serotonin receptor activity	GOTERM_FAT_MF	3	
GO:0001588~dopamine neurotransmitter receptor activity, coupled via Gs	GOTERM_FAT_MF	2	
GO:0001591~dopamine neurotransmitter receptor activity, coupled via Gi/Go	GOTERM_FAT_MF	3	
GO:0001594~trace-amine receptor activity	GOTERM_FAT_MF	15	
GO:0001595~angiotensin receptor activity	GOTERM_FAT_MF	6	
GO:0001596~angiotensin type I receptor activity	GOTERM_FAT_MF	2	
GO:0001601~peptide YY receptor activity	GOTERM_FAT_MF	5	
GO:0001602~pancreatic polypeptide receptor activity	GOTERM_FAT_MF	4	
GO:0001604~urotensin II receptor activity	GOTERM_FAT_MF	2	
GO:0001605~adrenomedullin receptor activity	GOTERM_FAT_MF	4	
GO:0001607~neuromedin U receptor activity	GOTERM_FAT_MF	2	
GO:0001608~G-protein coupled nucleotide receptor activity	GOTERM_FAT_MF	13	
GO:0001609~G-protein coupled adenosine receptor activity	GOTERM_FAT_MF	8	
GO:0001614~purinergic nucleotide receptor activity	GOTERM_FAT_MF	21	
GO:0001616~growth hormone secretagogue receptor activity	GOTERM_FAT_MF	1	
GO:0001618~virus receptor activity	GOTERM_FAT_MF	41	
GO:0001621~ADP receptor activity	GOTERM_FAT_MF	3	
GO:0001626~nociceptin receptor activity	GOTERM_FAT_MF	1	
GO:0001631~cysteinyl leukotriene receptor activity	GOTERM_FAT_MF	2	
GO:0001632~leukotriene B4 receptor activity	GOTERM_FAT_MF	2	
GO:0001635~calcitonin gene-related peptide receptor activity	GOTERM_FAT_MF	4	
GO:0001637~G-protein coupled chemoattractant receptor activity	GOTERM_FAT_MF	26	
GO:0001639~PLC activating G-protein coupled glutamate receptor activity	GOTERM_FAT_MF	2	
GO:0001640~adenylate cyclase inhibiting G-protein coupled glutamate receptor activity	GOTERM_FAT_MF	9	
GO:0001641~group II metabotropic glutamate receptor activity	GOTERM_FAT_MF	2	
GO:0001642~group III metabotropic glutamate receptor activity	GOTERM_FAT_MF	4	
GO:0001653~peptide receptor activity	GOTERM_FAT_MF	158	
GO:0001664~G-protein coupled receptor binding	GOTERM_FAT_MF	324	
GO:0001665~alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	GOTERM_FAT_MF	6	
GO:0001671~ATPase activator activity	GOTERM_FAT_MF	25	
GO:0001681~sialate O-acetylesterase activity	GOTERM_FAT_MF	1	
GO:0001691~pseudophosphatase activity	GOTERM_FAT_MF	3	
GO:0001716~L-amino-acid oxidase activity	GOTERM_FAT_MF	4	
GO:0001727~lipid kinase activity	GOTERM_FAT_MF	7	
GO:0001729~ceramide kinase activity	GOTERM_FAT_MF	2	
GO:0001730~2'-5'-oligoadenylate synthetase activity	GOTERM_FAT_MF	9	
GO:0001733~galactosylceramide sulfotransferase activity	GOTERM_FAT_MF	6	
GO:0001734~mRNA (N6-adenosine)-methyltransferase activity	GOTERM_FAT_MF	2	
GO:0001735~prenylcysteine oxidase activity	GOTERM_FAT_MF	2	
GO:0001758~retinal dehydrogenase activity	GOTERM_FAT_MF	18	
GO:0001760~aminocarboxymuconate-semialdehyde decarboxylase activity	GOTERM_FAT_MF	1	
GO:0001761~beta-alanine transmembrane transporter activity	GOTERM_FAT_MF	1	
GO:0001784~phosphotyrosine binding	GOTERM_FAT_MF	49	
GO:0001785~prostaglandin J receptor activity	GOTERM_FAT_MF	2	
GO:0001786~phosphatidylserine binding	GOTERM_FAT_MF	68	
GO:0001791~IgM binding	GOTERM_FAT_MF	4	
GO:0001792~polymeric immunoglobulin receptor activity	GOTERM_FAT_MF	1	
GO:0001846~opsonin binding	GOTERM_FAT_MF	21	
GO:0001847~opsonin receptor activity	GOTERM_FAT_MF	5	
GO:0001848~complement binding	GOTERM_FAT_MF	27	
GO:0001849~complement component C1q binding	GOTERM_FAT_MF	9	
GO:0001850~complement component C3a binding	GOTERM_FAT_MF	2	
GO:0001851~complement component C3b binding	GOTERM_FAT_MF	9	
GO:0001855~complement component C4b binding	GOTERM_FAT_MF	2	
GO:0001856~complement component C5a binding	GOTERM_FAT_MF	1	
GO:0001861~complement component C4b receptor activity	GOTERM_FAT_MF	1	
GO:0001871~pattern binding	GOTERM_FAT_MF	29	
GO:0001872~(1->3)-beta-D-glucan binding	GOTERM_FAT_MF	4	
GO:0001873~polysaccharide receptor activity	GOTERM_FAT_MF	1	
GO:0001874~(1->3)-beta-D-glucan receptor activity	GOTERM_FAT_MF	1	
GO:0001875~lipopolysaccharide receptor activity	GOTERM_FAT_MF	4	
GO:0001882~nucleoside binding	GOTERM_FAT_MF	413	
GO:0001883~purine nucleoside binding	GOTERM_FAT_MF	403	
GO:0001884~pyrimidine nucleoside binding	GOTERM_FAT_MF	5	
GO:0001888~glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	GOTERM_FAT_MF	2	
GO:0001918~farnesylated protein binding	GOTERM_FAT_MF	1	
GO:0001948~glycoprotein binding	GOTERM_FAT_MF	67	
GO:0001962~alpha-1,3-galactosyltransferase activity	GOTERM_FAT_MF	2	
GO:0001965~G-protein alpha-subunit binding	GOTERM_FAT_MF	40	
GO:0001968~fibronectin binding	GOTERM_FAT_MF	48	
GO:0001972~retinoic acid binding	GOTERM_FAT_MF	16	
GO:0002020~protease binding	GOTERM_FAT_MF	188	
GO:0002039~p53 binding	GOTERM_FAT_MF	76	
GO:0002046~opsin binding	GOTERM_FAT_MF	5	
GO:0002054~nucleobase binding	GOTERM_FAT_MF	6	
GO:0002055~adenine binding	GOTERM_FAT_MF	1	
GO:0002058~uracil binding	GOTERM_FAT_MF	2	
GO:0002059~thymine binding	GOTERM_FAT_MF	1	
GO:0002060~purine nucleobase binding	GOTERM_FAT_MF	4	
GO:0002061~pyrimidine nucleobase binding	GOTERM_FAT_MF	2	
GO:0002083~4-hydroxybenzoate decaprenyltransferase activity	GOTERM_FAT_MF	1	
GO:0002094~polyprenyltransferase activity	GOTERM_FAT_MF	2	
GO:0002112~interleukin-33 receptor binding	GOTERM_FAT_MF	1	
GO:0002113~interleukin-33 binding	GOTERM_FAT_MF	1	
GO:0002114~interleukin-33 receptor activity	GOTERM_FAT_MF	2	
GO:0002134~UTP binding	GOTERM_FAT_MF	4	
GO:0002135~CTP binding	GOTERM_FAT_MF	2	
GO:0002151~G-quadruplex RNA binding	GOTERM_FAT_MF	8	
GO:0002153~steroid receptor RNA activator RNA binding	GOTERM_FAT_MF	2	
GO:0002161~aminoacyl-tRNA editing activity	GOTERM_FAT_MF	14	
GO:0002162~dystroglycan binding	GOTERM_FAT_MF	12	
GO:0002196~Ser-tRNA(Ala) hydrolase activity	GOTERM_FAT_MF	3	
GO:0002950~ceramide phosphoethanolamine synthase activity	GOTERM_FAT_MF	3	
GO:0002951~leukotriene-C(4) hydrolase	GOTERM_FAT_MF	2	
GO:0002953~5'-deoxynucleotidase activity	GOTERM_FAT_MF	1	
GO:0003676~nucleic acid binding	GOTERM_FAT_MF	3687	
GO:0003677~DNA binding	GOTERM_FAT_MF	2468	
GO:0003678~DNA helicase activity	GOTERM_FAT_MF	73	
GO:0003680~AT DNA binding	GOTERM_FAT_MF	10	
GO:0003681~bent DNA binding	GOTERM_FAT_MF	3	
GO:0003682~chromatin binding	GOTERM_FAT_MF	680	
GO:0003684~damaged DNA binding	GOTERM_FAT_MF	63	
GO:0003688~DNA replication origin binding	GOTERM_FAT_MF	22	
GO:0003689~DNA clamp loader activity	GOTERM_FAT_MF	9	
GO:0003690~double-stranded DNA binding	GOTERM_FAT_MF	1653	
GO:0003691~double-stranded telomeric DNA binding	GOTERM_FAT_MF	10	
GO:0003692~left-handed Z-DNA binding	GOTERM_FAT_MF	2	
GO:0003696~satellite DNA binding	GOTERM_FAT_MF	1	
GO:0003697~single-stranded DNA binding	GOTERM_FAT_MF	120	
GO:0003700~transcription factor activity, sequence-specific DNA binding	GOTERM_FAT_MF	1402	
GO:0003707~steroid hormone receptor activity	GOTERM_FAT_MF	18	
GO:0003712~transcription cofactor activity	GOTERM_FAT_MF	496	
GO:0003713~transcription coactivator activity	GOTERM_FAT_MF	265	
GO:0003714~transcription corepressor activity	GOTERM_FAT_MF	192	
GO:0003720~telomerase activity	GOTERM_FAT_MF	7	
GO:0003721~telomerase RNA reverse transcriptase activity	GOTERM_FAT_MF	1	
GO:0003723~RNA binding	GOTERM_FAT_MF	1283	
GO:0003724~RNA helicase activity	GOTERM_FAT_MF	74	
GO:0003725~double-stranded RNA binding	GOTERM_FAT_MF	91	
GO:0003726~double-stranded RNA adenosine deaminase activity	GOTERM_FAT_MF	5	
GO:0003727~single-stranded RNA binding	GOTERM_FAT_MF	100	
GO:0003729~mRNA binding	GOTERM_FAT_MF	367	
GO:0003730~mRNA 3'-UTR binding	GOTERM_FAT_MF	115	
GO:0003735~structural constituent of ribosome	GOTERM_FAT_MF	186	
GO:0003743~translation initiation factor activity	GOTERM_FAT_MF	66	
GO:0003746~translation elongation factor activity	GOTERM_FAT_MF	25	
GO:0003747~translation release factor activity	GOTERM_FAT_MF	7	
GO:0003755~peptidyl-prolyl cis-trans isomerase activity	GOTERM_FAT_MF	36	
GO:0003756~protein disulfide isomerase activity	GOTERM_FAT_MF	19	
GO:0003774~motor activity	GOTERM_FAT_MF	113	
GO:0003777~microtubule motor activity	GOTERM_FAT_MF	66	
GO:0003779~actin binding	GOTERM_FAT_MF	463	
GO:0003785~actin monomer binding	GOTERM_FAT_MF	27	
GO:0003796~lysozyme activity	GOTERM_FAT_MF	11	
GO:0003810~protein-glutamine gamma-glutamyltransferase activity	GOTERM_FAT_MF	9	
GO:0003823~antigen binding	GOTERM_FAT_MF	251	
GO:0003827~alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	GOTERM_FAT_MF	1	
GO:0003828~alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	GOTERM_FAT_MF	6	
GO:0003829~beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity	GOTERM_FAT_MF	3	
GO:0003830~beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	GOTERM_FAT_MF	1	
GO:0003831~beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	GOTERM_FAT_MF	5	
GO:0003834~beta-carotene 15,15'-monooxygenase activity	GOTERM_FAT_MF	2	
GO:0003835~beta-galactoside alpha-2,6-sialyltransferase activity	GOTERM_FAT_MF	2	
GO:0003836~beta-galactoside (CMP) alpha-2,3-sialyltransferase activity	GOTERM_FAT_MF	5	
GO:0003837~beta-ureidopropionase activity	GOTERM_FAT_MF	1	
GO:0003839~gamma-glutamylcyclotransferase activity	GOTERM_FAT_MF	3	
GO:0003841~1-acylglycerol-3-phosphate O-acyltransferase activity	GOTERM_FAT_MF	12	
GO:0003842~1-pyrroline-5-carboxylate dehydrogenase activity	GOTERM_FAT_MF	1	
GO:0003844~1,4-alpha-glucan branching enzyme activity	GOTERM_FAT_MF	1	
GO:0003845~11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity	GOTERM_FAT_MF	2	
GO:0003846~2-acylglycerol O-acyltransferase activity	GOTERM_FAT_MF	5	
GO:0003847~1-alkyl-2-acetylglycerophosphocholine esterase activity	GOTERM_FAT_MF	8	
GO:0003851~2-hydroxyacylsphingosine 1-beta-galactosyltransferase activity	GOTERM_FAT_MF	1	
GO:0003853~2-methylacyl-CoA dehydrogenase activity	GOTERM_FAT_MF	1	
GO:0003854~3-beta-hydroxy-delta5-steroid dehydrogenase activity	GOTERM_FAT_MF	12	
GO:0003857~3-hydroxyacyl-CoA dehydrogenase activity	GOTERM_FAT_MF	8	
GO:0003858~3-hydroxybutyrate dehydrogenase activity	GOTERM_FAT_MF	2	
GO:0003860~3-hydroxyisobutyryl-CoA hydrolase activity	GOTERM_FAT_MF	1	
GO:0003863~3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	GOTERM_FAT_MF	2	
GO:0003865~3-oxo-5-alpha-steroid 4-dehydrogenase activity	GOTERM_FAT_MF	3	
GO:0003867~4-aminobutyrate transaminase activity	GOTERM_FAT_MF	1	
GO:0003868~4-hydroxyphenylpyruvate dioxygenase activity	GOTERM_FAT_MF	2	
GO:0003870~5-aminolevulinate synthase activity	GOTERM_FAT_MF	2	
GO:0003872~6-phosphofructokinase activity	GOTERM_FAT_MF	3	
GO:0003873~6-phosphofructo-2-kinase activity	GOTERM_FAT_MF	5	
GO:0003874~6-pyruvoyltetrahydropterin synthase activity	GOTERM_FAT_MF	1	
GO:0003875~ADP-ribosylarginine hydrolase activity	GOTERM_FAT_MF	2	
GO:0003876~AMP deaminase activity	GOTERM_FAT_MF	3	
GO:0003877~ATP adenylyltransferase activity	GOTERM_FAT_MF	1	
GO:0003878~ATP citrate synthase activity	GOTERM_FAT_MF	1	
GO:0003880~protein C-terminal carboxyl O-methyltransferase activity	GOTERM_FAT_MF	3	
GO:0003881~CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity	GOTERM_FAT_MF	1	
GO:0003882~CDP-diacylglycerol-serine O-phosphatidyltransferase activity	GOTERM_FAT_MF	1	
GO:0003883~CTP synthase activity	GOTERM_FAT_MF	2	
GO:0003884~D-amino-acid oxidase activity	GOTERM_FAT_MF	2	
GO:0003885~D-arabinono-1,4-lactone oxidase activity	GOTERM_FAT_MF	1	
GO:0003886~DNA (cytosine-5-)-methyltransferase activity	GOTERM_FAT_MF	4	
GO:0003887~DNA-directed DNA polymerase activity	GOTERM_FAT_MF	22	
GO:0003896~DNA primase activity	GOTERM_FAT_MF	2	
GO:0003899~DNA-directed 5'-3' RNA polymerase activity	GOTERM_FAT_MF	33	
GO:0003905~alkylbase DNA N-glycosylase activity	GOTERM_FAT_MF	1	
GO:0003906~DNA-(apurinic or apyrimidinic site) lyase activity	GOTERM_FAT_MF	14	
GO:0003908~methylated-DNA-[protein]-cysteine S-methyltransferase activity	GOTERM_FAT_MF	1	
GO:0003909~DNA ligase activity	GOTERM_FAT_MF	3	
GO:0003910~DNA ligase (ATP) activity	GOTERM_FAT_MF	3	
GO:0003912~DNA nucleotidylexotransferase activity	GOTERM_FAT_MF	1	
GO:0003916~DNA topoisomerase activity	GOTERM_FAT_MF	8	
GO:0003917~DNA topoisomerase type I activity	GOTERM_FAT_MF	4	
GO:0003918~DNA topoisomerase type II (ATP-hydrolyzing) activity	GOTERM_FAT_MF	4	
GO:0003919~FMN adenylyltransferase activity	GOTERM_FAT_MF	1	
GO:0003920~GMP reductase activity	GOTERM_FAT_MF	2	
GO:0003921~GMP synthase activity	GOTERM_FAT_MF	1	
GO:0003922~GMP synthase (glutamine-hydrolyzing) activity	GOTERM_FAT_MF	1	
GO:0003923~GPI-anchor transamidase activity	GOTERM_FAT_MF	2	
GO:0003924~GTPase activity	GOTERM_FAT_MF	326	
GO:0003933~GTP cyclohydrolase activity	GOTERM_FAT_MF	1	
